sku;categories;family;name;description
13566441;led_tvs,toshiba,tvs_projectors_sales;led_tvs;Toshiba 32TL963G LED TV;Toshiba 32TL963G. HD type: Full HD, Display resolution: 1920 x 1080, Aspect ratio: 16:9. Tuner type: Analogue & Digital, Analog signal format system: NTSC, NTSC 4.43, PAL BG, PAL DK, PAL I, SECAM, SECAM B/G, SECAM D/K, SECAM L, Digital signal format system: DVB-C, DVB-S, DVB-S2, DVB-T, DVB-T2. Audio system: Dolby Digital +. Video formats supported: DIVX, MKV, Audio formats supported: MP3, MP4, Image formats supported: JPG. Smart modes: Cinema, Dynamic, Game, Hotel, Movie, PC, Standard, Control type: Buttons
12829967;cameras_sales,canon,digital_cameras;digital_cameras;Canon Digital IXUS 240 HS;With HS System and a huge touch screen for capturing any moment with ease, the slim IXUS 240 HS offers Wi-Fi connection for instantly sharing your stunning shots.\n\n<b>Intelligent IS</b>\nIntelligent IS combats camera shake to ensure all your photos and videos are sharp and detailed even at full zoom or in low light. It automatically adjusts the optical Image Stabilizer to the scene from 7 modes to prevent blur.\n\n<b>Wi-Fi for easy image sharing</b>\nWi-Fi lets you connect your camera wirelessly with other devices* such as your smartphone, for quick and easy sharing of photos and movies with friends and family.\n\n<b>Fingertip control</b>\nA widescreen, high-resolution 8.0 cm (3.2") PureColor II Touch LCD with customisable smart touch interface provides intuitive control for fast, easy operation and pleasurable playback. Touch Shutter allows you to touch on the point of focus and then to trigger the shot.\n\n<b>Full HD movies, HDMI</b>\nRecord superb Full HD (1080p) movies at 24fps with stereo sound and optical zoom. Intelligent IS keeps footage steady while filming, even at full zoom. An HDMI connection ensures high quality playback on an HDTV.\n\n<b>Smart Auto (58 scenes)</b>\nEffortlessly shoot great photos or movies with Smart Auto, which detects the scene and selects optimal settings from 58 variables (21 in movies). It also works with faces stored in Face ID and adapts shooting according to registered age – for example turning off flash and sounds when a sleeping baby is detected.\n\n<b>Face ID</b>\nFace ID registers up to 12 faces of family and friends, so they are automatically the focusing priority in every shot, and tags images with their names so they are easy to find in playback.\n\n<b>High-speed shooting</b>\nUse High-speed Burst to capture non-stop, fast-paced action or slow things down with Super Slow Motion Movie.\n\n<b>Movie Digest (720p)</b>\nMovie Digest records 4 seconds of video before each photo is shot and then joins all the recorded short clips into a bonus HD (720p) movie.
560732;cameras_sales,d_link,webcams;webcams;D-Link DCS-6620G webcam;D-Link DCS-6620G. Minimum illumination: 0.5. Colour of product: Black. Safety: LVD (EN60950), Compliance industry standards: IEEE 802.3, IEEE 802.3u. Networking features: 10/100Mbps Fast Ethernet, Supported network protocols: TCP/IP, DDNS, UPnP, NTP, SMTP, FTP, HTTP. Security algorithms supported: 128-bit WEP, TKIP
14130687;cameras_sales,logitech,webcams;webcams;Logitech C270;<b>HD 720p video calling that’s simple—on most major IMs, including Logitech Vid™ HD.</b>\n\n<b>HD video calls</b>\n\nYou’ll get HD 720p video calling on most major instant messaging applications and Logitech Vid™ HD.\n\n<b>3-megapixel snapshots</b>\n\nIt’s easy to take snapshots when you don’t have time for a video call (software enhanced).\n\n<b>Includes Logitech Vid™ HD</b>\n\nNow HD video calling is free, fast and easy for you and anyone you want to talk to. It’s built into your webcam setup, so you can call right away.\n\n<b>Built-in mic with RightSound™</b>\n\nIt gives you clear conversations without annoying background noise.\n\n<b>RightLight™ technology</b>\n\nIt automatically adjusts the image during your call, so you look your best even in dim light.\n\n<b>IM compatibility</b>\n\nWorks with Skype™, Windows Live™ Messenger, Yahoo!® Messenger, AOL® Instant Messenger (AIM®) and other popular instant messaging applications.\n\n<b>Free video editing software</b>\n\nLogitech has teamed up with MAGIX to offer MAGIX™ Photo Manager 9 and MAGIX™ Video Easy with your new Logitech webcam. And they’re free.
15608265;laser_led_printers,lexmark,print_scan_sales;laser_led_printers;Lexmark C544dn;<b>Fast, Professional, and Budget-Conscious</b>\nUltra-compact, network-ready and fully loaded with great benefits for small to midsize workgroups. Reap the productivity advantages of high-speed 25 ppm printing in black and color, paper-saving duplex printing, and available eco-smart, budget-smart extra high yield toner cartridges.\n\n<b>Convenience By Your Side</b>\nMake a big impact on your business with a color printer that is genuinely desktop-friendly. With its small, attractive design and quiet operation, a Lexmark C544dn color laser printer will be a welcome addition to your desktop or small workgroup.\n\n<b>Trust Lexmark Color Expertise</b>\nStudies show that color can significantly increase brand recognition and reader retention. The C544dn brings out the finest details with vivid 1200 x 1200 dpi color and helps you keep color costs in check with Lexmark ColorSaver technology.\n\n<b>Lexmark Rewards—Save Money and the Planet</b>\nSave up to 20% on supplies and go green with Lexmark Rewards. You'll earn free high-yield toner cartridges and imaging kits simply for using genuine Lexmark toner and returning your empty cartridges to Lexmark for recycling.\n\n<b>Eco-Responsible</b>\nSaving resources means everyone wins—your business, your budget and the environment! Eco-features include paper-saving duplex, energy-saving Eco-Mode and an instant warm-up fuser to help you print greener at every level. And toner cartridges for Lexmark C540 Series printers never require shaking to deliver their full declared yield.
1984848;canon,print_scan_sales,scanners;scanners;Canon CanoScan LiDE 700F;<b>With its ingenious 3-way design and 180° lid, the LiDE 700F brings high resolution scanning to work spaces of all sizes. For exceptional detail and enlargements, scan 35mm film at up to 9600dpi.</b>\n\n<b>LiDE scanner with CIS sensor</b>\nA LiDE scanner with CIS sensor provides a winning combination of incredibly high resolution scans and low energy consumption. Powered by a single USB cable, connected to a computer, the LiDE 700F has no need for an additional power cable, making it truly portable and space saving.\n\n<b>Innovative 3-way design</b>\nThe LiDE 700F’s ingenious 3-way design, with flip-out stand, allows it to be used in portrait, landscape or vertical positions – this means that it fits into almost any workspace.\n\n<b>9600x9600dpi film scanning</b>\nIncredibly high resolution 9600x9600dpi scans from 35mm film are possible thanks to a dedicated clip-on film scanning unit (supplied). This means massive enlargements and intricately detailed prints can be achieved from your 35mm film negatives/positives.\n\n<b>4800x4800dpi reflective scanning</b>\nThe flatbed scanner can be used in any position, providing you with accurate, clear and crisp images and document scans up to 4800x4800dpi optical resolution.\n\n<b>48bit input</b>\nAchieve life-like colour reproduction with 48bit input, which can replicate billions of separate colours – enhancing your colour scans with amazingly accurate depth and tone.\n\n<b>Auto Scan Mode</b>\nWith one click, Auto Scan Mode automatically recognises the type and format of your original, then scans and saves using suitable settings. One touch operation saves you time by eliminating the need for lengthy settings configuration.\n\n<b>Configurable EZ buttons</b>\nThe four configurable EZ buttons enable fast, convenient operation for PDF, Copy, Scan, and Email functions. You can choose the settings and assign them to each button – once these configurations are saved your scanner will work exactly as you need it to.
11180816;hp,laser_led_printers,print_scan_sales;laser_led_printers;HP LaserJet Enterprise 600 M603n;<b>HP LaserJet Enterprise 600 M603</b>\nTackle large-volume print jobs with ease, and enable printing policies with top-flight expandability. Improve security and quickly adapt to changes within your managed printing environment with a host of manageability features.\n\n<b>Heavy-duty reliability and breakthrough speed.</b>\n- Print at rapid speeds on a variety of paper types.\n- Manage workflow with intuitive features right on the printer, and get quick prints from a flash drive.\n- Produce high print volumes with low maintenance.\n- Replace toner cartridges easily, and enjoy quiet, clean performance.\n\n<b>Outstanding energy and paper savings.</b>\n- Cut energy use as much as 45%, compared to a majority of competing laser printers.\n- Get centralized access to custom energy-saving options and printer settings with the HP EcoSMART Console.\n- Trim paper use by up to 50% with automatic two-sided printing.\n- Pre-installed Original HP toner cartridges reduce waste. Recycle them for free through HP Planet Partners.\n\n<b>Secure printing with minimal intervention</b>\n- Protect confidential data stored on your printer, with the installed HP High-Performance Secure Hard Disk.\n- Expand your network without compromising security.\n- Take control of printing practices and enforce security policies, using HP Access Control.\n- Control costs, manage IT resources, and reduce environmental impact.\n\n<b>Extend capabilities and print from mobile devices.</b>\n- Easily update, manage, and expand the capabilities of networked printers, and do more with your investment.\n- Make printing as mobile as you are with HP ePrint.\n- Extend your investment by adding functionality using the hardware integration pocket.
15590912;kodak,print_scan_sales,scanners;scanners;Kodak PS50;<b>KODAK Picture Saver Scanning System PS50</b>\n- Scan up to 50 photos per minute\n- Feeder capacity of 50 sheets\n\n<b>Features delivering great images with ease and speed</b>\n- Icon-based navigation and intuitive interface makes it a snap to easily create high-quality digital images\n- Built-in image processing automatically improves each item scanned\n- Specially designed transport treats each photo with extra-gentle care\n- Image guide virtually eliminates streaking on images, enhancing net throughput and reducing operator intervention\n- Both sides scanned to capture notes on back of photos or two-sided documents\n- Optional A3- and legal-size flatbeds available to handle oversize or extremely fragile photos, documents and bound materials such as photo albums and old prints\n- Output image files to USB drive, CD, DVD, and KODAK Picture CD\n\n<b>Picture all the greater possibilities</b>\nNo matter your business or service – retail, funeral home, library, or other customer-centric facility – the possibilities are almost endless for ways you can promote and develop a valuable new revenue stream with your KODAK Picture Saver Scanning System.\n\n<b>Show them all the memories that deserve to be digitized</b>\n- Black-and-white and color photos\n- Letters, certificates and historical documents\n- Kids’ drawings, artwork, awards and report cards\n- Postcards and other memorabilia\n\n<b>Appeal to a wide array of local audiences</b>\n- Cultural organizations and institutions\n- Preservation and historical groups\n- People interested in genealogy\n- Government organizations and civic groups\n- Individuals who wish to preserve and share family memories\n- Expand your reach by promoting on your Web site and offer fulfillment by mail\n\n<b>Tell them all the ways they can use their images</b>\n- Use images at retail or online to create photo-centric products like albums, scrapbooks, slide shows, calendars, T-shirts, mugs and more\n- Transfer and send images to cell phones, tablets and computers\n- Print images to have hard copies to save and share\n- Share images on photo sharing sites, via e-mail, or make CDs/DVDs to mail to friends and family\n- Make new albums and use images on social media sites such as Facebook\n- Create an archive and backups of valuable photos and documents\n\n<b>Easy-yet-powerful software</b>\nKODAK Picture Saver Scanning Software features a highly intuitive, easy-to-use, icon-based interface and offers a variety of automatic and manual image improvements. It’s a photo scanner and document scanner in one, so it can also be used to scan documents for your business and empower you to do more with the information you capture.\n- KODAK PERFECT TOUCH Technology automatically delivers fewer dark shadows, more vibrant colors and richer detail on photo scans\n- Built-in image processing enhances color/brightness/contrast, removes red eye, and automatically rotates and straightens images\n- Smart Touch functionality lets you assign one-button shortcuts to common scanning tasks to save time and simplify operations\n- Change settings mid-job for greater control over how items are scanned and to enhance workflow\n\n<b>Streamline digital conversion of entire photo albums</b>\nThe KODAK Photo Selector Accessory option permits users to extract individual images from a composite image (such as a multi-picture photo album page) and have each image saved as a separate digital file after scanning. Now fragile album pages are protected, and there’s no need to risk damage to photos by taking apart a complete album, removing pictures that may have been in place for years, or even lifting the page protector. The Photo Selector Accessory option requires purchase of a Kodak Legal Size Flatbed Accessory or Kodak A3 Size Flatbed Accessory, available at a very affordable additional cost.
10584885;audio_video_sales,mp3_players,ricatech;mp3_players;Ricatech RC1600;<b>RC1600</b>\n\nEnjoy everything modern technology has to offer with the brand new, shiny RC1600. It has a built-in camera, Photo and video capture mode and offcourse this fully featured new gadget plays your favorite MP3 and WMA tracks. The casing is made out of aluminum with a oval bent shape and a luxurious glossy finish in four trendy colors.
13603502;led_tvs,samsung,tvs_projectors_sales;led_tvs;Samsung 40HA790;Samsung 40HA790. HD type: Full HD, Display resolution: 1920 x 1080, Aspect ratio: 16:9. Digital signal format system: DVB-C, DVB-S2. Audio system: SRS TheaterSound HD. Consumer Electronics Control (CEC): Anynet+. Cable lock slot: Kensington
3554347;audio_video_sales,loudspeakers,philips;loudspeakers;Philips SPA5210;<b>Screen-top Superstar</b>\n\nJust fasten me onto the top of your screen and I'll sing for you! I'm a smart, compact, notebook USB speaker bar with a single convenient USB connection. Or put me next to your notebook and we can share your favourite sounds with everyone.\n\nTake me anywhere\n- I can sit on the top of your screen or stand alone\n- I'm an ideal friend for your notebook\n\nReally easy\n- USB plug for power and play\n- My cable wraps neatly around me\n- No battery or adapter needed\n- Light and portable\n- Carrying pouch included\n- I work with MAC and PC\n\nI'm small but I sound big\n- Digital stereo sound
11227627;laser_led_printers,print_scan_sales,xerox;laser_led_printers;Xerox Phaser 7800V_GX;Phaser 7800  Now any business that produces large volumes of high-resolution output, such as advertising agencies, graphic design shops, marketing communications firms, photography studios, medical imaging applications and countless others, can keep more of their business-critical print jobs in-house thanks to the Phaser 7800 colour printer’s unbeatable state-of-the-art technologies.  With the winning combination of consistently superior image quality and professional-level colour-matching technologies, no other A3 paper size colour printer gives creative professionals the freedom to produce more customer-facing collaterals in-house.  Quick Facts  <ul> <li>Colour: up to 45 ppm</li> <li>Black: up to 45 ppm</li> <li>True 1200 x 2400 dpi resolution</li> <li>First-page-out time as fast as 9 seconds for colour and black-and-white</li> <li>Maximum paper size: 330 x 450 mm/SRA3</li> <li>Automatic two-sided output standard</li> <li>Exceptional media-handling flexibility</li> <li>Wide range of finishing options available</li> <li>Maximum duty cycle of up to 225,000 pages per month</li> <li>Minimum dimensions (w x d x h): 641 x 699 x 578 mm</li> <li>Power requirements: 240 V, 50/60 Hz</li> <li>What comes in the box</li> Colour toner cartridges (capacity: 6,000 pages each<sup>1</sup>)</li> Black toner cartridge (capacity: 24,000 pages<sup>1</sup>)</li> Imaging unit (capacity: 145,000 pages<sup>2</sup>)</li> Power cord</li> Software and documentation</li> </ul>  Advanced Colour Printing Features  <ul> <li>True 1200 x 2400 dpi consistently produces the most realistic images, photos and graphics, plus the sharpest text and fine-line detail</li> <li>PANTONE® approved solid-colour simulations and Xerox colour correction technology deliver results that always match your expectations, while true Adobe® PostScript® 3™ ensures accuracy you can count on</li> <li>PhaserMatch® 5.0 colour management and calibration software, including the PhaserMeter Colour Measurement Device powered by X-Rite, adds a professional level of colour control and helps maintain colour accuracy print after print, and across all output devices.</li> <li>Advanced trapping technology ensures clean edges and prevents gaps between adjacent colours. Plus, black text on coloured backgrounds and coloured text on black backgrounds always prints sharp and clear.</li> <li>Xerox Hi-Q LED print head provides better dot-to-dot intensity and timing control, and produces more precise colour registration</li> </ul>  Productivity Features  <ul> <li>Superior performance, with black-and-white and colour output as fast as 45 ppm</li> <li>More power, with a 1.33 GB processor, 2 GB of memory and a standard 160 GB hard drive</li> <li>The 225,000-page monthly duty cycle supports the heaviest office print volumes</li> <li>Automatic two-sided printing comes standard, providing more flexibility and helping reduce paper consumption. Plus, duplexing is just as fast as single-side printing, so there’s no sacrificing efficiency for conservation</li> <li>Optional Extra Heavy Duty Media Kit lets you print two-sided output on standard and custom-size media in weights up to 300 gsm</li> <li>Finishing options range from stacking and stapling with the flexibility to add separate hole punching, creasing, v-folding and booklet-making capabilities</li> </ul>  Ease-of-use Features  <ul> <li>The large, 109 mm colour touch screen interface features big, bright icons and intuitive menus that make walk-up operation faster and easier than ever</li> <li>Embedded help videos provide quick troubleshooting assistance right on the front panel</li> <li>CentreWare™ Internet Services embedded web server lets you view job status and troubleshoot right from your web browser</li> <li>Easy, front-side access no rotating or moving the printer to perform routine maintenance like changing toner and adding paper</li> <li>Bi-directional communication sends print-job updates, along with toner and paper supply levels, to your desktop or even over the web. Pop-up alerts immediately notify you of any print problems — and how to fix them</li> </ul>  Resource-conserving Features  <ul> <li>Standard duplexing helps you reduce paper consumption</li> <li>Innovative EA Toner with low-melt technology requires a lower fusing temperature than traditional toner while offering glossy, beautiful office graphics</li> <li>Hi-Q LED Print engine technology consumes minimal energy and space, and operates quietly</li> <li>The heat-efficient IH fuser consumes substantially less power in standby mode and achieves a start-up time of less than 15 seconds</li> <li>The innovative Earth Smart feature allows you to choose via the print driver the most environmentally sensitive options for your job</li> </ul>  <sup>1</sup> Average standard pages. Declared Yield in accordance with ISO/IEC 19798. Yield will vary based on image, area coverage and print mode. <sup>2</sup> Approximate pages. Declared Yield on Drums based on an average job size of 3 pages A4/letter size. Declared Yield on Fusers based on A4/letter size 20 lb (75 gsm) pages. Drum and Fuser Yields will vary based on job run length, media type, size, weight, orientation, and usage patterns.
18484394;audio_video_sales,hp,loudspeakers;loudspeakers;HP Portable Mono Red Speaker;"<span style=""font-size: larger; font-weight: bold;"">Overview</span><br />Hear beautiful sound from a compact, modern designed, ultra-portable speaker - compatible with laptops, cell phones, portable game devices, MP3 players, tablets, desktop PCs.<br /><br /><span style=""font-size: larger; font-weight: bold;"">Features</span><br />&bull;&nbsp;The modern artistic design complements any device - all within an impressively compact palm-sized speaker.<br /><br />\n&bull;&nbsp;Conveniently connect using a 3.5 mm headphone jack with laptops, cell phones, portable game devices or MP3 players – Plug, Play, Enjoy!<br /><br />\n&bull;&nbsp;Share the music, presentation, videos and more with crisp clear acoustics that can easily be heard throughout the room.<br /><br />\n&bull;&nbsp;Beautiful design made even better with your choice of dynamic metallic colors: black, white, red or pink. Also includes a convenient carrying pouch.<br /><br />\n&bull;&nbsp;Experience uninterrupted enjoyment with a rechargeable internal lithium ion battery that lasts up to 12 hours.[k1]\n"
15609458;hp,laser_led_printers,print_scan_sales;laser_led_printers;HP LaserJet M401n;Optimize your day-to-day workflow. Print on the go with mobile printing options, and share office printing resources on a network. Take advantage of fast print speeds.\n\nPrinting professional-quality documents at a great value, with outstanding networking and paper-saving features.\n\n<b>Enhanced productivity—increased mobility</b>\n- Print from virtually anywhere, using HP ePrint.\n- Share printing resources with an Ethernet network.\n- Boost productivity with print speeds up to 33 ppm A4 and 35 ppm letter.\n- Reload paper less often with up to 250-sheet paper capacity.\n\n<b>Easy to install, easy to use</b>\n- Install your printer fast—there's no CD required with HP Smart Install.\n- Operate your printer with ease, using the 2-line display.\n- Receive consistent results with Original HP LaserJet toner cartridges and reorder with HP SureSupply.\n- Easily control your print environment with market-leading management tools.\n\n<b>Professional-quality output for a great value</b>\n- Produce professional-quality business prints with bold, crisp text and sharp images.\n- Depend on a printer with a 50,000-page recommended monthly page volume—the ideal fit for reliable printing.\n- Save money by saving energy—HP Auto-On/Auto-Off Technology powers your printer up and down automatically.\n- Save time with easy-to-install Original HP cartridges, and save more with high-capacity cartridges.\n\n<b>Reduced environmental impact</b>\n- Reduce energy use with HP Auto-On/Auto-Off Technology.\n- Easily recycle Original HP LaserJet toner cartridges through HP Planet Partners.\n- Reduce packaging waste—Original HP LaserJet toner cartridges ship in the printer.
11057376;lenovo,pc_monitors,tvs_projectors_sales;pc_monitors;Lenovo ThinkVision LT1952p;For enterprises that need a green, fully functional display screen, with unparalleled visual quality, the ThinkVision LT1952p is the best choice. Compatible with virtually any hardware platform, the LT1952p offers VGA, DVI-D, and DisplayPort connections. The LT1952p is a breeze to use with exceptional LED performance, swivel, tilt, and lift options, 5 milliseconds response time, and a 1000:1 contrast ratio. The LT1952p delivers high energy cost savings, through compliance with go green certifications. The monitors are mercury-free, contain reduced toxic chemicals. The LT1952p delivers the best value on investment for large enterprises.
12360635;audio_video_sales,hiper,loudspeakers;loudspeakers;Hiper MS2058 loudspeaker;Hiper MS2058. Recommended usage: universal, Speaker placement: Tabletop/bookshelf, Speaker enclosure: Closed. Frequency range: 100 - 20000. Connectivity technology: Wired, Speaker interface type: USB, Headphone connectivity: 3.5 mm. Housing material: Plastic. Power source type: USB
3864504;audio_video_sales,ion,loudspeakers;loudspeakers;ION Desk Rocker;ION's DESK ROCKER USB speakers are ready for anything!\n\nThe DESK ROCKER allows you to enjoy great sounding audio from your computer, or record any external audio source directly to your computer. It’s plug-and-play – no special drivers required.\n\nThe DESK ROCKER USB audio system goes beyond standard USB computer speakers. Designed by professional studio musicians, they deliver premium clarity and audio performance.\n\nListen to your music with full range and superb sound quality for accurate audio reproduction. The “Bass Boost” switch enhances low frequencies - great for situations where you want to hear more bottom end.
7914573;camcorders,cameras_sales,samsung;camcorders;Samsung HMX-Q10BP hand-held camcorder;<b>Shoot video that’s as clear as day</b>\nThe Samsung Q10 HD camcorder, with its advanced BSI CMOS technology, sheds new light to your videos. The Q10 uses a 1/4” 5M (1/5.8” 2.07M effective) Pixel BSI CMOS to deliver double the sensitivity of conventional CMOS sensors. By dramatically reducing image noise and distortion, and enhancing recording quality during low light conditions, you can capture crystal-clear videos whether you’re a at birthday party in a dimly lit restaurant or at home recording your child’s first steps.\n\n<b>A camcorder that’s ambidextrous</b>\nWhen designing the Samsung Q10 HD camcorder, every detail was carefully considered when it came to improved usability. That’s why the Q10 is the first camcorder in its class to feature the innovative Switch Grip function, giving you the flexibility to hold the camcorder in either hand. The built-in G-magnetic sensor quickly recognizes when the camcorder and its LCD display is turned so it knows which hand is holding it. That means you can hold the Q10 with whichever hand is more comfortable or allows you to capture videos from the best vantage point.\n\n<b>Say goodbye to shaky videos</b>\nDon’t risk ruining a once-in-a-lifetime memory due to a shaky hand or an inferior camcorder. To help you avoid this, the new Samsung Q10 HD camcorder comes fully equipped with their unique OIS (Optical Image Stabilizer) Duo feature, an addition that will quickly become your new best friend. The built-in chip automatically adjusts to compensate for even the slightest hand or body movements, resulting in steadier videos. What’s more, the OIS Duo is able to maximize the stabilizing area while minimizing shaking so you can take crisp videos every time—even while you’re walking or moving around.\n\n<b>The camcorder that adjusts to your surroundings</b>\nWhen you’re shooting, the last thing you want to worry about is adjusting your camcorder’s settings to compensate for varying light conditions or image details. Whether shooting landscapes or family portraits, the Q10’s intelligent Smart Auto feature automatically selects the best shooting mode to capture video and even stills. Smart Auto has 10 pre-set modes to manage a wide number of different shooting situations such as low lighting, portraits, sunsets, and more. No matter what the conditions are, Smart Auto will help you to take the perfect shot every time.
11026270;hp,pc_monitors,tvs_projectors_sales;pc_monitors;HP LA2206xc + WF722A;From small businesses to large corporations, communicating face-to-face with team members and customers is essential. Change the way your company connects, while saving time and money with the HP Compaq LA2206xc 54,6 cm (21.5") diagonal Webcam LCD monitor.\n\n<b>Features</b>\n\n<b>Connect and Collaborate</b>\n- Be there virtually. The LA2206xc monitor delivers a built-in 720p HD webcam, dual microphones and integrated speakers for video conferencing. Work with colleagues and clients as though they are in the same room.\n\n<b>Virtual Meeting Software Solutions</b>\n- Strengthen work relationships online, amplify productivity, and save time and money with virtual meeting software (included with the monitor). HP MyRoom and YouCam 4 are safe and easy for real-time sharing and interaction.\n\n<b>Forward-thinking Design</b>\n- Beyond the sleek appearance and high screen performance, stands a slender monitor that utilizes minimal desktop space, includes ergonomic features for a comfortable view and is designed with the environment in mind.\n\n<b>Meet the Toughest Standards</b>\n- The HP Compaq LA2206xc is ENERGY STAR® 5.0 qualified, EPEAT® Gold registered, and TCO Displays certified.
10795247;pc_monitors,samsung,tvs_projectors_sales;pc_monitors;Samsung S24A450BW-1;<b>Conveniently Adjust Monitor Height, Tilt and Perspective</b>\nConveniently Adjust Monitor Height, Tilt and Perspective The Samsung LED Business Monitor SA450 has been designed to help boost work efficiency, delivering a tailored experience with its choice of viewer settings. The height-adjustable stand ensures that the screen can always be set at the optimal eye level, which enhances the visual experience while also helping maintain the viewer's body posture. Other features include the tilt and pivot capabilities, which not only increase comfort levels but also introduce new ways of working. The SA450 Monitor can rotate 90° degrees, allowing for more appropriate view depending on the work. So, now you can take convenience and efficiency to amazing heights with the Samsung LED Business Monitor SA450.\n\n<b>Maximize Workspace with an Efficient Detachable Adaptor</b>\nIf you need a work monitor that uses office space efficiently, then Samsung LED Business Monitor SA450 is the perfect choice. It features an innovative new detachable adaptor which allows the monitor to be easily moved and installed. From physically moving the monitor with the carrying handle to quickly installing, the SA450 is ready to deliver an efficient and clean work space. the SA450 is also equipped and prepared for your as a VESA Wall mount, providing a multi-screen or wall mounted monitor. Optimizing your office space is now easily achieved with the Samsung LED Business Monitor SA450.\n\n<b>Enjoy Energy Savings with the Lightweight LED Display</b>\nSamsung’s lightweight LED Business Monitor SA450 provides another energy saving option through its low consumption levels. This reduction in energy helps both financial and environmental aspects of the business, and is an important part of any work operation. The LED Business Monitor SA450 is also remarkably lightweight and reduces the hassles associated with transporting monitors, and is just one more way that Samsung is helping enhance the working environment.\n\n<b>Go Green with Samsung's Adaptor On Off 0W</b>\nThe ultimate energy saving measure has been created by Samsung with the new Adaptor On Of mode. By simply flicking the mechanical switch found on the Samsung LED Business monitor SA450, you can cut energy output while not using the monitor down to an amazing 0 Watts. Conventional standby modes reduce energy output to about 1 Watt, but the SA450 goes one stop further for greater results. This helps minimizes both environmental impact and operating costs, and is just one more step by Samsung in creating a greener environment.
1952796;hp,print_scan_sales,scanners;scanners;HP Scanjet 7000 Sheet-feed Scanner;The HP Scanjet 7000 Document Sheet-feed Scanner series is designed for SMB and enterprise users requiring a high-speed scanner to be used either as a standalone document capture solution or integrated into an existing document management system.
12255424;cameras_sales,digital_cameras,sony;digital_cameras;Sony W610;"<b>Sweep Panorama™ mode (up to 360°)</b>\nReach beyond the traditional wide angle lens, and capture more breathtaking shots with Sweep Panorama™ mode. Simply press the shutter button and sweep the camera in the desired direction and the camera continuously shoots at a high speed, then seamlessly stitches the images together with automatic position adjustment to create one stunning panoramic image. Available in wide and up to 360° full circle, the camera can take a variety of panoramic shots. Now capturing wide landscapes is as easy as press and sweep.\n\n<b>Intelligent Auto Mode</b>\nUnlike traditional auto mode, Intelligent Auto (iAuto) mode thinks for you, recognizing scenes, lighting conditions, faces, and adjusts settings resulting in clear images, faces with natural skin tone and less blur. Take advantage of all the technology without leaving Auto mode. Kids on the playground, landscape shots, a beautiful flower or an indoor birthday party; all result in clear images without leaving auto mode.\n\n<b>Soft Skin mode</b>\nPortrait subjects will love the results. Soft Skin mode recognizes skin tones and reduces the appearance of blemishes and wrinkles without affecting the rest of the shot.\n\n<b>Self-Portrait Timer</b>\nSelf-Portrait Timer helps take the guesswork out of self-portraits by utilizing Face Detection technology to recognize when your face enters the frame. Once the camera detects your face, it triggers a 2-second timer, and then snaps a picture.\n\n<b>14.1 Megapixel Super HAD™ CCD Image Sensor</b>\nA powerful 14.1 megapixel1/2.3” Super HAD™ CCD image sensor helps you capture gorgeous images with superb contrast and clarity down to the finest detail. With 14.1 megapixels, you can create stunning, photo-quality prints up to A3+ (13x19”) size, or crop your images and still come away with high resolution shots.\n\n<b>Face Detection technology</b>\nFace Detection technology detects up to eight individual faces and adjusts focus, exposure, and white balance to help deliver crisp, properly lit images of family and friends.\n\n<b>Intelligent Scene Recognition mode</b>\nIntelligent Scene Recognition (iSCN) mode automatically detects seven different types of scenes and, within just 1/30th of a second, selects the appropriate camera settings: Backlight, Backlight Portrait, Twilight, Twilight Portrait, Twilight using a tripod, Portrait, Landscape and macro. iSCN has two modes: Auto and Advanced. In Auto Mode, the camera takes a single shot using the optimal settings. In Advanced Mode, the camera takes a photo with the optimal settings and, if in difficult lighting (low light or back light) immediately takes a second photo with another optimized setting so you can choose which to keep.\n\n<b>2.7” (230K dots) Clear Photo™ LCD display</b>\nGenerous 2.7” (230K dots) Clear Photo™ LCD display features sharp, natural color that makes it easy to compose shots, read menus, and view photos, even in bright sunlight.\n\n<b>Smile Shutter™ technology</b>\nSmile Shutter™ technology captures a smile the moment it happens. Simply press the Smile Shutter™ button and the camera does the rest. You can also select adult and child priority and indicate the degree of Smile Detection sensitivity. Intelligent Scene Recognition can now be used together with Smile Shutter™ mode when the Intelligent Auto mode is on. This means that beautiful smiles can be captured with settings optimized for the particular scene, even in difficult conditions such as twilight and backlighting.\n\n<b>Dynamic Range Optimizer</b>\nDynamic Range Optimizer (DRO) Standard and Plus uses a sophisticated algorithm to help recover shadows and highlights. The result is more natural images with clearer details that more closely match what your naked eye sees. DRO is particularly effective when shooting backlit portraits or any scene with a dramatic contrast between background and foreground lighting. DRO Plus allows for even greater optimization by analyzing each region of an image and performing additional image processing."
14756969;cameras_sales,trust,webcams;webcams;Trust Tubiq Full HD Video Webcam;Full HD 1080p video quality. Automatic focus for sharp image. Up to 12 megapixels photos. Built-in microphone. Live Messenger and Skype compatible.
1432720;camcorders,cameras_sales,toshiba;camcorders;Toshiba Gigashot K40H;Picture this. Small made smaller, light made lighter and bright made brighter. Now picture them all in high definition, helping you capture memories in the palm of your hand. Introducing the Toshiba Gigashot K Series, one of the smallest, lightest and most versatile HD digital camcorders in the world.
